,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
29284,6.52,s,,n,t,d,c,w,6.97,6.35,,,n,,,f,f,,d,u,p
29285,5.2,s,,e,t,d,c,w,5.02,5.05,,,e,,,f,f,,d,a,p
29286,5.41,s,,n,t,d,c,w,6.0,5.77,,,e,,,f,f,,d,u,p
29287,5.4,s,,n,t,d,c,b,6.37,6.55,,,e,,,f,f,,d,u,p
29288,6.36,s,,e,t,d,c,b,5.45,5.31,,,e,,,f,f,,d,a,p
29289,5.02,s,,e,t,d,c,p,5.1,4.45,,,e,,,f,f,,d,u,p
29290,4.46,s,,e,t,d,c,p,5.96,5.3,,,e,,,f,f,,d,u,p
29291,6.05,s,,e,t,d,c,b,5.93,6.29,,,n,,,f,f,,d,u,p
29292,5.69,s,,n,t,d,c,b,5.98,6.3,,,n,,,f,f,,d,a,p
29293,5.13,s,,e,t,d,c,p,6.48,5.94,,,e,,,f,f,,d,u,p
29294,3.37,s,,e,t,d,c,w,4.99,5.24,,,e,,,f,f,,d,a,p
29295,6.08,s,,e,t,d,c,w,6.93,6.66,,,n,,,f,f,,d,u,p
29296,4.73,s,,e,t,d,c,w,4.82,5.27,,,e,,,f,f,,d,a,p
29297,4.67,s,,n,t,d,c,p,5.1,4.95,,,e,,,f,f,,d,a,p
29298,3.6,s,,n,t,d,c,w,5.65,5.09,,,n,,,f,f,,d,a,p
29299,3.11,f,w,n,t,d,c,n,3.7,6.83,,,n,,,f,f,,d,u,p
29300,3.5,s,w,o,t,d,c,y,4.0,6.05,,,n,,,f,f,,d,u,p
29301,2.82,s,w,o,t,d,c,y,4.28,6.69,,,n,,,f,f,,d,a,p
29302,3.18,s,w,o,t,d,c,n,3.77,5.8,,,n,,,f,f,,d,a,p
29303,3.16,f,w,n,t,d,c,y,3.13,5.61,,,n,,,f,f,,d,u,p
29304,3.15,s,w,n,t,d,c,y,3.83,6.04,,,n,,,f,f,,d,a,p
29305,3.59,s,w,o,t,d,c,y,3.62,6.95,,,n,,,f,f,,d,a,p
29306,3.18,f,w,o,t,d,c,y,2.72,5.88,,,n,,,f,f,,d,u,p
29307,2.98,f,w,o,t,d,c,n,3.61,6.76,,,n,,,f,f,,d,u,p
29308,2.62,s,w,o,t,d,c,n,2.71,5.55,,,n,,,f,f,,d,u,p
29309,2.72,f,w,n,t,d,c,y,3.74,5.75,,,n,,,f,f,,d,a,p
29310,2.86,s,w,o,t,d,c,n,3.48,5.96,,,n,,,f,f,,d,a,p
29311,3.44,f,w,n,t,d,c,n,4.03,5.82,,,n,,,f,f,,d,u,p
29312,2.95,f,w,o,t,d,c,n,2.81,6.1,,,n,,,f,f,,d,u,p
29313,2.56,f,w,o,t,d,c,n,3.18,5.87,,,n,,,f,f,,d,u,p
29314,2.86,f,w,o,t,d,c,n,3.2,6.11,,,n,,,f,f,,d,a,p
29315,3.15,f,w,n,t,d,c,y,3.22,6.19,,,n,,,f,f,,d,a,p
29316,3.21,s,w,n,t,d,c,n,3.48,6.06,,,n,,,f,f,,d,u,p
29317,3.56,f,w,o,t,d,c,y,4.25,6.36,,,n,,,f,f,,d,u,p
29318,2.82,s,w,o,t,d,c,y,3.21,5.22,,,n,,,f,f,,d,a,p
29319,3.42,s,w,n,t,d,c,n,3.63,6.41,,,n,,,f,f,,d,u,p
29320,2.89,s,w,n,t,d,c,y,3.62,5.9,,,n,,,f,f,,d,u,p
29321,3.06,s,w,n,t,d,c,n,3.43,5.96,,,n,,,f,f,,d,u,p
29322,3.02,s,w,n,t,d,c,n,3.87,5.43,,,n,,,f,f,,d,a,p
29323,3.1,s,w,o,t,d,c,y,3.86,6.27,,,n,,,f,f,,d,u,p
29324,2.36,s,w,n,t,d,c,n,3.34,5.89,,,n,,,f,f,,d,u,p
29325,2.87,s,w,n,t,d,c,n,3.55,5.86,,,n,,,f,f,,d,u,p
29326,2.51,s,w,n,t,d,c,y,3.53,5.77,,,n,,,f,f,,d,u,p
29327,3.06,f,w,n,t,d,c,y,3.69,6.07,,,n,,,f,f,,d,u,p
29328,2.88,s,w,n,t,d,c,y,3.22,5.02,,,n,,,f,f,,d,u,p
29329,2.67,f,w,n,t,d,c,n,3.35,5.95,,,n,,,f,f,,d,a,p
29330,2.36,f,w,o,t,d,c,y,3.16,4.62,,,n,,,f,f,,d,u,p
29331,3.41,s,w,o,t,d,c,y,4.08,6.9,,,n,,,f,f,,d,u,p
29332,2.8,s,w,o,t,d,c,y,2.98,5.56,,,n,,,f,f,,d,a,p
29333,3.52,s,w,o,t,d,c,n,4.07,6.9,,,n,,,f,f,,d,a,p
29334,2.97,s,w,n,t,d,c,y,3.94,7.29,,,n,,,f,f,,d,a,p
29335,3.33,s,w,o,t,d,c,n,3.53,6.09,,,n,,,f,f,,d,u,p
29336,2.92,s,w,o,t,d,c,y,3.53,5.0,,,n,,,f,f,,d,a,p
29337,3.35,s,w,o,t,d,c,y,4.19,6.01,,,n,,,f,f,,d,u,p
29338,2.82,f,w,o,t,d,c,n,3.2,5.74,,,n,,,f,f,,d,a,p
29339,2.6,f,w,n,t,d,c,n,4.29,6.06,,,n,,,f,f,,d,u,p
29340,2.91,s,w,o,t,d,c,y,3.86,6.6,,,n,,,f,f,,d,a,p
29341,3.1,f,w,o,t,d,c,y,4.1,6.99,,,n,,,f,f,,d,u,p
29342,3.0,f,w,o,t,d,c,y,3.4,6.3,,,n,,,f,f,,d,a,p
29343,3.01,f,w,n,t,d,c,y,3.46,6.2,,,n,,,f,f,,d,u,p
29344,3.21,f,w,n,t,d,c,n,3.89,5.99,,,n,,,f,f,,d,a,p
29345,2.25,s,w,n,t,d,c,n,3.02,5.12,,,n,,,f,f,,d,a,p
29346,3.22,f,w,o,t,d,c,y,3.76,6.23,,,n,,,f,f,,d,a,p
29347,2.98,f,w,n,t,d,c,y,4.1,6.91,,,n,,,f,f,,d,u,p
29348,2.88,s,w,n,t,d,c,n,2.85,6.34,,,n,,,f,f,,d,a,p
29349,3.05,s,w,n,t,d,c,y,4.03,6.43,,,n,,,f,f,,d,u,p
29350,2.8,f,w,n,t,d,c,y,3.91,5.75,,,n,,,f,f,,d,a,p
29351,2.98,f,w,o,t,d,c,y,2.93,4.94,,,n,,,f,f,,d,a,p
29352,2.24,f,w,o,t,d,c,y,2.52,5.29,,,n,,,f,f,,d,a,p
29353,3.09,s,w,o,t,d,c,n,2.99,5.57,,,n,,,f,f,,d,u,p
29354,3.23,s,w,o,t,d,c,n,3.9,5.86,,,n,,,f,f,,d,u,p
29355,2.58,s,w,o,t,d,c,n,2.69,4.95,,,n,,,f,f,,d,u,p
29356,2.74,f,w,o,t,d,c,n,3.29,5.34,,,n,,,f,f,,d,u,p
29357,2.88,f,w,n,t,d,c,y,3.05,5.62,,,n,,,f,f,,d,a,p
29358,2.96,f,w,o,t,d,c,y,3.55,6.1,,,n,,,f,f,,d,a,p
29359,2.83,f,w,o,t,d,c,y,3.32,5.46,,,n,,,f,f,,d,a,p
29360,2.86,f,w,n,t,d,c,n,2.81,6.14,,,n,,,f,f,,d,u,p
29361,3.43,s,w,n,t,d,c,n,4.21,6.77,,,n,,,f,f,,d,a,p
29362,2.55,s,w,o,t,d,c,n,4.34,6.46,,,n,,,f,f,,d,u,p
29363,2.49,f,w,o,t,d,c,n,3.04,5.66,,,n,,,f,f,,d,u,p
29364,2.67,f,w,n,t,d,c,n,3.57,6.57,,,n,,,f,f,,d,u,p
29365,2.48,s,w,n,t,d,c,y,3.03,5.07,,,n,,,f,f,,d,a,p
29366,3.02,s,w,o,t,d,c,n,3.43,5.55,,,n,,,f,f,,d,a,p
29367,2.91,s,w,n,t,d,c,y,3.67,5.51,,,n,,,f,f,,d,a,p
29368,2.42,f,w,n,t,d,c,y,2.51,5.49,,,n,,,f,f,,d,a,p
29369,3.27,f,w,n,t,d,c,n,4.05,6.31,,,n,,,f,f,,d,u,p
29370,3.38,s,w,n,t,d,c,y,4.15,7.5,,,n,,,f,f,,d,u,p
29371,3.34,f,w,n,t,d,c,y,3.34,6.01,,,n,,,f,f,,d,a,p
29372,2.85,f,w,o,t,d,c,y,3.96,6.6,,,n,,,f,f,,d,a,p
29373,2.92,s,w,n,t,d,c,n,3.06,5.53,,,n,,,f,f,,d,u,p
29374,3.42,f,w,n,t,d,c,y,3.73,6.42,,,n,,,f,f,,d,u,p
29375,2.94,f,w,n,t,d,c,n,3.46,7.25,,,n,,,f,f,,d,a,p
29376,3.08,f,w,n,t,d,c,y,3.44,5.62,,,n,,,f,f,,d,a,p
29377,3.1,s,w,n,t,d,c,n,3.32,5.84,,,n,,,f,f,,d,u,p
29378,2.74,f,w,n,t,d,c,y,3.67,5.44,,,n,,,f,f,,d,u,p
29379,3.05,f,w,n,t,d,c,y,3.24,5.4,,,n,,,f,f,,d,u,p
29380,3.52,s,w,n,t,d,c,n,4.5,6.94,,,n,,,f,f,,d,a,p
29381,2.93,s,w,o,t,d,c,n,2.73,5.67,,,n,,,f,f,,d,a,p
29382,3.18,f,w,o,t,d,c,n,3.56,6.48,,,n,,,f,f,,d,a,p
29383,2.92,s,w,n,t,d,c,n,2.76,5.09,,,n,,,f,f,,d,a,p
29384,2.83,f,w,o,t,d,c,y,4.21,5.82,,,n,,,f,f,,d,a,p
29385,3.19,s,w,n,t,d,c,y,3.41,5.85,,,n,,,f,f,,d,a,p
29386,2.81,s,w,n,t,d,c,y,3.36,6.12,,,n,,,f,f,,d,u,p
29387,2.38,f,w,o,t,d,c,y,3.19,4.66,,,n,,,f,f,,d,a,p
29388,2.94,s,w,n,t,d,c,n,3.43,5.79,,,n,,,f,f,,d,a,p
29389,2.87,f,w,n,t,d,c,n,3.49,5.72,,,n,,,f,f,,d,a,p
29390,3.0,f,w,o,t,d,c,n,3.61,6.31,,,n,,,f,f,,d,u,p
29391,2.38,s,w,o,t,d,c,n,3.06,5.52,,,n,,,f,f,,d,a,p
29392,2.79,f,w,o,t,d,c,n,2.98,6.26,,,n,,,f,f,,d,u,p
29393,3.19,f,w,o,t,d,c,n,3.78,6.75,,,n,,,f,f,,d,u,p
29394,3.01,f,w,n,t,d,c,n,3.87,6.63,,,n,,,f,f,,d,a,p
29395,3.62,f,w,n,t,d,c,y,4.06,5.96,,,n,,,f,f,,d,u,p
29396,2.82,s,w,n,t,d,c,n,3.74,5.68,,,n,,,f,f,,d,a,p
29397,3.24,s,w,n,t,d,c,y,4.19,6.7,,,n,,,f,f,,d,a,p
29398,2.87,s,w,o,t,d,c,n,2.97,5.53,,,n,,,f,f,,d,a,p
29399,3.16,s,w,o,t,d,c,n,2.76,5.4,,,n,,,f,f,,d,a,p
29400,2.66,s,w,o,t,d,c,n,3.92,5.59,,,n,,,f,f,,d,u,p
29401,2.88,s,w,n,t,d,c,y,2.84,5.47,,,n,,,f,f,,d,u,p
29402,2.88,f,w,o,t,d,c,y,3.32,4.96,,,n,,,f,f,,d,a,p
29403,2.94,s,w,o,t,d,c,n,3.76,5.93,,,n,,,f,f,,d,a,p
29404,2.87,f,w,o,t,d,c,y,2.77,5.24,,,n,,,f,f,,d,u,p
29405,2.88,s,w,o,t,d,c,y,3.83,6.89,,,n,,,f,f,,d,a,p
29406,3.26,s,w,n,t,d,c,n,2.93,5.57,,,n,,,f,f,,d,u,p
29407,2.86,s,w,n,t,d,c,n,3.48,5.74,,,n,,,f,f,,d,u,p
29408,2.68,s,w,n,t,d,c,n,2.98,6.0,,,n,,,f,f,,d,u,p
29409,3.42,s,w,n,t,d,c,n,3.32,5.64,,,n,,,f,f,,d,u,p
29410,3.2,s,w,o,t,d,c,y,3.19,5.69,,,n,,,f,f,,d,u,p
29411,3.25,s,w,o,t,d,c,n,3.01,5.71,,,n,,,f,f,,d,u,p
29412,3.05,f,w,n,t,d,c,n,4.01,6.45,,,n,,,f,f,,d,a,p
29413,2.82,s,w,n,t,d,c,y,3.66,6.56,,,n,,,f,f,,d,u,p
29414,3.18,f,w,o,t,d,c,y,3.3,5.83,,,n,,,f,f,,d,u,p
29415,3.29,s,w,o,t,d,c,n,3.97,7.0,,,n,,,f,f,,d,a,p
29416,2.6,f,w,o,t,d,c,n,4.19,6.93,,,n,,,f,f,,d,a,p
29417,2.75,s,w,o,t,d,c,y,3.26,4.84,,,n,,,f,f,,d,a,p
29418,2.64,s,w,n,t,d,c,n,3.22,5.42,,,n,,,f,f,,d,a,p
29419,3.45,s,w,n,t,d,c,n,3.7,6.15,,,n,,,f,f,,d,u,p
29420,2.84,f,w,n,t,d,c,y,3.57,5.95,,,n,,,f,f,,d,u,p
29421,2.67,s,w,n,t,d,c,y,3.66,6.71,,,n,,,f,f,,d,a,p
29422,3.18,s,w,n,t,d,c,n,3.91,7.38,,,n,,,f,f,,d,a,p
29423,2.58,f,w,o,t,d,c,n,3.63,6.64,,,n,,,f,f,,d,a,p
29424,3.32,f,w,o,t,d,c,y,4.21,6.9,,,n,,,f,f,,d,a,p
29425,3.17,f,w,o,t,d,c,y,3.33,5.14,,,n,,,f,f,,d,u,p
29426,2.44,s,w,n,t,d,c,n,3.36,5.27,,,n,,,f,f,,d,u,p
29427,2.61,f,w,o,t,d,c,y,2.59,4.39,,,n,,,f,f,,d,u,p
29428,2.95,s,w,n,t,d,c,y,3.58,6.12,,,n,,,f,f,,d,u,p
29429,2.45,f,w,n,t,d,c,n,3.3,6.17,,,n,,,f,f,,d,u,p
29430,2.75,f,w,n,t,d,c,y,2.84,5.43,,,n,,,f,f,,d,a,p
29431,2.92,f,w,n,t,d,c,n,3.9,7.12,,,n,,,f,f,,d,u,p
29432,2.68,s,w,o,t,d,c,y,3.0,5.1,,,n,,,f,f,,d,u,p
29433,3.09,s,w,n,t,d,c,n,2.95,5.83,,,n,,,f,f,,d,a,p
29434,2.98,f,w,n,t,d,c,y,3.7,6.82,,,n,,,f,f,,d,u,p
29435,2.96,f,w,o,t,d,c,y,3.76,6.07,,,n,,,f,f,,d,a,p
29436,2.41,s,w,o,t,d,c,y,3.13,5.43,,,n,,,f,f,,d,u,p
29437,2.81,s,w,o,t,d,c,n,2.58,5.28,,,n,,,f,f,,d,a,p
29438,2.61,f,w,n,t,d,c,n,2.67,5.28,,,n,,,f,f,,d,u,p
29439,3.03,f,w,n,t,d,c,y,2.82,5.37,,,n,,,f,f,,d,u,p
29440,3.05,f,w,o,t,d,c,y,3.31,6.46,,,n,,,f,f,,d,a,p
29441,3.12,f,w,n,t,d,c,y,3.86,5.51,,,n,,,f,f,,d,u,p
29442,3.06,s,w,n,t,d,c,n,3.18,5.4,,,n,,,f,f,,d,u,p
29443,2.85,s,w,n,t,d,c,n,2.57,5.52,,,n,,,f,f,,d,a,p
29444,3.23,s,w,o,t,d,c,y,3.46,5.74,,,n,,,f,f,,d,a,p
29445,2.81,s,w,o,t,d,c,n,3.78,6.24,,,n,,,f,f,,d,a,p
29446,3.06,s,w,o,t,d,c,y,3.71,6.85,,,n,,,f,f,,d,u,p
29447,3.45,f,w,n,t,d,c,n,4.11,6.82,,,n,,,f,f,,d,u,p
29448,2.66,s,w,n,t,d,c,y,2.77,5.41,,,n,,,f,f,,d,a,p
29449,3.09,f,w,o,t,d,c,n,3.32,6.22,,,n,,,f,f,,d,u,p
29450,3.02,f,w,n,t,d,c,y,3.28,6.49,,,n,,,f,f,,d,a,p
29451,3.4,f,w,o,t,d,c,y,3.49,6.55,,,n,,,f,f,,d,a,p
29452,3.5,f,w,n,t,d,c,n,4.2,6.11,,,n,,,f,f,,d,u,p
29453,3.45,f,w,o,t,d,c,n,3.43,6.09,,,n,,,f,f,,d,u,p
29454,2.8,s,w,n,t,d,c,n,3.0,5.71,,,n,,,f,f,,d,u,p
29455,3.52,f,w,n,t,d,c,n,3.75,6.56,,,n,,,f,f,,d,a,p
29456,2.82,f,w,o,t,d,c,y,2.56,5.42,,,n,,,f,f,,d,u,p
29457,2.52,s,w,o,t,d,c,n,3.63,6.15,,,n,,,f,f,,d,a,p
29458,3.35,s,w,n,t,d,c,n,3.51,5.81,,,n,,,f,f,,d,u,p
29459,2.51,f,w,o,t,d,c,y,2.86,5.35,,,n,,,f,f,,d,a,p
29460,2.71,f,w,o,t,d,c,y,2.66,5.19,,,n,,,f,f,,d,a,p
29461,3.02,f,w,n,t,d,c,y,3.49,5.69,,,n,,,f,f,,d,u,p
29462,2.96,f,w,n,t,d,c,n,3.17,6.4,,,n,,,f,f,,d,a,p
29463,2.49,f,w,o,t,d,c,y,3.2,5.52,,,n,,,f,f,,d,u,p
29464,2.81,s,w,o,t,d,c,y,3.5,5.65,,,n,,,f,f,,d,u,p
29465,2.65,f,w,n,t,d,c,y,3.53,4.76,,,n,,,f,f,,d,a,p
29466,2.5,s,w,n,t,d,c,y,2.62,4.07,,,n,,,f,f,,d,a,p
29467,2.46,f,w,o,t,d,c,n,2.62,5.25,,,n,,,f,f,,d,u,p
29468,2.49,f,w,n,t,d,c,n,3.52,5.7,,,n,,,f,f,,d,a,p
29469,2.41,s,w,o,t,d,c,n,2.99,4.75,,,n,,,f,f,,d,a,p
29470,2.48,s,w,n,t,d,c,n,3.39,5.35,,,n,,,f,f,,d,a,p
29471,3.09,s,w,o,t,d,c,y,4.21,7.01,,,n,,,f,f,,d,a,p
29472,2.73,s,w,n,t,d,c,y,3.27,5.15,,,n,,,f,f,,d,a,p
29473,3.7,s,w,o,t,d,c,y,4.43,6.76,,,n,,,f,f,,d,u,p
29474,3.15,f,w,o,t,d,c,n,3.29,5.97,,,n,,,f,f,,d,a,p
29475,3.05,s,w,o,t,d,c,y,2.9,5.93,,,n,,,f,f,,d,a,p
29476,3.14,s,w,o,t,d,c,n,3.2,5.26,,,n,,,f,f,,d,a,p
29477,3.24,f,w,n,t,d,c,y,3.42,5.84,,,n,,,f,f,,d,a,p
29478,2.98,f,w,o,t,d,c,n,3.38,5.48,,,n,,,f,f,,d,u,p
29479,2.92,s,w,o,t,d,c,y,3.13,5.94,,,n,,,f,f,,d,u,p
29480,2.74,s,w,n,t,d,c,y,3.64,6.71,,,n,,,f,f,,d,u,p
29481,3.79,f,w,n,t,d,c,n,3.7,6.65,,,n,,,f,f,,d,a,p
29482,3.4,s,w,n,t,d,c,n,4.26,6.67,,,n,,,f,f,,d,u,p
29483,2.8,s,w,o,t,d,c,y,3.41,6.37,,,n,,,f,f,,d,u,p
29484,2.96,f,w,n,t,d,c,y,3.87,6.01,,,n,,,f,f,,d,u,p
29485,2.76,s,w,n,t,d,c,n,3.55,5.75,,,n,,,f,f,,d,u,p
29486,3.29,s,w,n,t,d,c,n,3.36,6.16,,,n,,,f,f,,d,u,p
29487,2.83,f,w,o,t,d,c,y,3.21,6.49,,,n,,,f,f,,d,u,p
29488,2.74,f,w,n,t,d,c,n,3.23,5.96,,,n,,,f,f,,d,u,p
29489,2.54,s,w,n,t,d,c,n,2.78,5.75,,,n,,,f,f,,d,a,p
29490,2.95,f,w,o,t,d,c,n,3.44,6.01,,,n,,,f,f,,d,a,p
29491,3.37,s,w,o,t,d,c,n,3.72,5.88,,,n,,,f,f,,d,u,p
29492,2.28,s,w,n,t,d,c,n,2.85,5.18,,,n,,,f,f,,d,a,p
29493,3.81,f,w,n,t,d,c,n,4.14,7.04,,,n,,,f,f,,d,u,p
29494,3.03,s,w,o,t,d,c,y,3.65,6.72,,,n,,,f,f,,d,a,p
29495,3.28,f,w,n,t,d,c,n,3.64,5.81,,,n,,,f,f,,d,u,p
29496,3.39,f,w,o,t,d,c,y,4.52,6.8,,,n,,,f,f,,d,u,p
29497,2.6,f,w,o,t,d,c,y,2.95,4.92,,,n,,,f,f,,d,a,p
29498,3.45,f,w,o,t,d,c,y,3.74,6.11,,,n,,,f,f,,d,u,p
29499,3.21,f,w,o,t,d,c,y,4.0,6.58,,,n,,,f,f,,d,a,p
29500,2.86,f,w,n,t,d,c,n,3.49,6.2,,,n,,,f,f,,d,a,p
29501,3.08,f,w,o,t,d,c,y,3.62,5.78,,,n,,,f,f,,d,u,p
29502,3.15,s,w,o,t,d,c,y,3.64,6.01,,,n,,,f,f,,d,u,p
29503,3.55,s,w,o,t,d,c,y,4.33,6.54,,,n,,,f,f,,d,a,p
29504,2.85,f,w,n,t,d,c,n,3.43,5.5,,,n,,,f,f,,d,u,p
29505,2.38,f,w,n,t,d,c,y,3.17,6.33,,,n,,,f,f,,d,u,p
29506,3.17,s,w,n,t,d,c,y,3.28,5.38,,,n,,,f,f,,d,a,p
29507,2.94,s,w,n,t,d,c,n,3.6,6.53,,,n,,,f,f,,d,a,p
29508,2.74,s,w,n,t,d,c,n,3.87,6.15,,,n,,,f,f,,d,u,p
29509,3.26,s,w,o,t,d,c,y,3.98,6.19,,,n,,,f,f,,d,u,p
29510,2.53,s,w,o,t,d,c,y,2.38,3.77,,,n,,,f,f,,d,a,p
29511,2.86,f,w,n,t,d,c,y,4.13,6.86,,,n,,,f,f,,d,u,p
29512,3.06,f,w,o,t,d,c,y,3.43,5.57,,,n,,,f,f,,d,u,p
29513,3.37,s,w,n,t,d,c,y,3.72,6.04,,,n,,,f,f,,d,a,p
29514,2.84,f,w,n,t,d,c,n,3.3,6.24,,,n,,,f,f,,d,u,p
29515,2.68,f,w,n,t,d,c,y,2.96,5.36,,,n,,,f,f,,d,u,p
29516,2.96,s,w,n,t,d,c,n,2.87,5.5,,,n,,,f,f,,d,a,p
29517,3.15,f,w,n,t,d,c,y,3.32,5.64,,,n,,,f,f,,d,a,p
29518,3.04,f,w,n,t,d,c,y,3.6,6.31,,,n,,,f,f,,d,a,p
29519,2.87,s,w,n,t,d,c,y,3.5,5.43,,,n,,,f,f,,d,u,p
29520,2.74,s,w,n,t,d,c,n,4.03,7.53,,,n,,,f,f,,d,a,p
29521,3.07,f,w,o,t,d,c,y,4.15,6.43,,,n,,,f,f,,d,u,p
29522,2.96,f,w,o,t,d,c,n,3.0,6.75,,,n,,,f,f,,d,a,p
29523,2.88,f,w,o,t,d,c,y,3.11,5.05,,,n,,,f,f,,d,a,p
29524,2.64,f,w,n,t,d,c,n,2.25,4.61,,,n,,,f,f,,d,a,p
29525,3.38,f,w,o,t,d,c,n,3.18,5.74,,,n,,,f,f,,d,a,p
29526,3.08,f,w,n,t,d,c,y,4.3,6.71,,,n,,,f,f,,d,u,p
29527,2.7,s,w,o,t,d,c,y,3.04,5.14,,,n,,,f,f,,d,a,p
29528,2.74,s,w,n,t,d,c,n,3.02,5.43,,,n,,,f,f,,d,u,p
29529,3.67,s,w,o,t,d,c,y,3.23,6.07,,,n,,,f,f,,d,u,p
29530,3.33,f,w,n,t,d,c,n,3.9,6.1,,,n,,,f,f,,d,u,p
29531,2.89,f,w,n,t,d,c,y,3.31,5.73,,,n,,,f,f,,d,a,p
29532,3.3,f,w,n,t,d,c,n,3.58,6.46,,,n,,,f,f,,d,u,p
29533,2.84,f,w,o,t,d,c,n,3.77,5.98,,,n,,,f,f,,d,a,p
29534,3.64,s,w,n,t,d,c,n,4.07,7.25,,,n,,,f,f,,d,a,p
29535,2.98,s,w,n,t,d,c,y,3.73,6.37,,,n,,,f,f,,d,u,p
29536,3.23,s,w,o,t,d,c,y,3.66,6.43,,,n,,,f,f,,d,u,p
29537,3.36,f,w,n,t,d,c,n,3.8,6.59,,,n,,,f,f,,d,u,p
29538,3.14,f,w,n,t,d,c,n,3.37,6.07,,,n,,,f,f,,d,a,p
29539,2.9,s,w,n,t,d,c,n,3.65,5.97,,,n,,,f,f,,d,a,p
29540,3.06,f,w,o,t,d,c,n,3.61,6.84,,,n,,,f,f,,d,a,p
29541,2.9,s,w,o,t,d,c,y,3.72,5.97,,,n,,,f,f,,d,u,p
29542,3.42,f,w,o,t,d,c,y,3.13,6.35,,,n,,,f,f,,d,a,p
29543,2.85,s,w,o,t,d,c,y,3.81,6.18,,,n,,,f,f,,d,u,p
29544,2.82,f,w,o,t,d,c,n,3.88,5.96,,,n,,,f,f,,d,u,p
29545,2.91,s,w,o,t,d,c,y,3.5,6.35,,,n,,,f,f,,d,a,p
29546,3.03,f,w,n,t,d,c,n,2.74,5.84,,,n,,,f,f,,d,u,p
29547,2.86,s,w,n,t,d,c,y,3.75,5.85,,,n,,,f,f,,d,a,p
29548,3.09,f,w,o,t,d,c,y,4.03,6.25,,,n,,,f,f,,d,u,p
29549,2.53,s,w,n,t,d,c,y,2.5,5.38,,,n,,,f,f,,d,a,p
29550,3.32,s,w,o,t,d,c,y,3.87,6.22,,,n,,,f,f,,d,a,p
29551,3.4,f,w,o,t,d,c,y,3.46,5.76,,,n,,,f,f,,d,a,p
29552,2.04,f,w,n,t,d,c,y,2.54,5.03,,,n,,,f,f,,d,u,p
29553,2.6,f,w,n,t,d,c,y,2.99,6.07,,,n,,,f,f,,d,u,p
29554,2.93,f,w,n,t,d,c,n,3.63,5.81,,,n,,,f,f,,d,a,p
29555,3.3,f,w,n,t,d,c,n,2.96,6.61,,,n,,,f,f,,d,u,p
29556,2.55,s,w,o,t,d,c,n,2.89,5.14,,,n,,,f,f,,d,u,p
29557,2.91,s,w,o,t,d,c,n,3.31,5.38,,,n,,,f,f,,d,a,p
29558,3.09,f,w,o,t,d,c,n,3.86,6.77,,,n,,,f,f,,d,a,p
29559,2.96,s,w,o,t,d,c,y,3.22,5.34,,,n,,,f,f,,d,a,p
29560,3.28,s,w,n,t,d,c,n,4.03,6.21,,,n,,,f,f,,d,a,p
29561,2.43,s,w,o,t,d,c,y,3.5,5.78,,,n,,,f,f,,d,u,p
29562,2.96,f,w,o,t,d,c,n,3.7,6.09,,,n,,,f,f,,d,u,p
29563,2.7,s,w,o,t,d,c,n,2.88,6.0,,,n,,,f,f,,d,u,p
29564,2.99,s,w,n,t,d,c,y,3.4,4.99,,,n,,,f,f,,d,a,p
29565,3.03,f,w,o,t,d,c,y,3.41,6.92,,,n,,,f,f,,d,a,p
29566,2.86,f,w,o,t,d,c,y,4.37,6.06,,,n,,,f,f,,d,a,p
29567,2.82,s,w,o,t,d,c,y,4.13,6.14,,,n,,,f,f,,d,a,p
29568,2.44,f,w,n,t,d,c,y,2.95,5.53,,,n,,,f,f,,d,a,p
29569,2.91,f,w,n,t,d,c,n,3.94,6.86,,,n,,,f,f,,d,a,p
29570,3.83,s,w,o,t,d,c,n,4.61,7.66,,,n,,,f,f,,d,u,p
29571,3.17,f,w,o,t,d,c,n,3.51,6.0,,,n,,,f,f,,d,u,p
29572,3.52,f,w,o,t,d,c,y,4.72,7.06,,,n,,,f,f,,d,u,p
29573,2.68,f,w,o,t,d,c,n,3.85,6.65,,,n,,,f,f,,d,u,p
29574,2.11,s,w,o,t,d,c,y,3.25,6.14,,,n,,,f,f,,d,u,p
29575,3.97,s,w,n,t,d,c,n,4.31,7.67,,,n,,,f,f,,d,u,p
29576,2.66,s,w,o,t,d,c,n,3.46,5.99,,,n,,,f,f,,d,u,p
29577,3.43,s,w,n,t,d,c,n,4.03,7.04,,,n,,,f,f,,d,a,p
29578,3.68,s,w,n,t,d,c,n,4.09,6.29,,,n,,,f,f,,d,u,p
29579,2.87,f,w,o,t,d,c,y,3.52,5.91,,,n,,,f,f,,d,a,p
29580,3.05,s,w,n,t,d,c,n,2.96,5.53,,,n,,,f,f,,d,a,p
29581,2.67,f,w,o,t,d,c,y,3.65,6.0,,,n,,,f,f,,d,a,p
29582,3.18,s,w,o,t,d,c,n,4.06,6.64,,,n,,,f,f,,d,u,p
29583,3.42,f,w,n,t,d,c,y,3.8,6.95,,,n,,,f,f,,d,u,p
29584,3.18,f,w,n,t,d,c,y,4.23,6.95,,,n,,,f,f,,d,u,p
29585,3.78,f,w,n,t,d,c,y,4.27,7.17,,,n,,,f,f,,d,u,p
